Ayesha, a medical researcher, faces a moral dilemma.;Ayesha has developed a new surgical technique that could revolutionize organ transplants. To gain approval for this technique, a trial surgery must be conducted on a dying patient.;If Ayesha prevents the trial surgery, the dying patient will not experience intense pain.;Ayesha does not prevent the trial surgery.;Do you think that the action that Ayesha took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Ayesha intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Major Sarah, a military strategist, faces a moral dilemma.;Major Sarah must decide whether to order the killing of a child to gain approval for a mission to destroy a strategic enemy base. The approval is necessary to commence a mission that can save countless lives.;If Major Sarah prevents the killing of the child, the child's death will not occur.;Major Sarah does not prevent the killing of the child.;Do you think that the action that Major Sarah took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Major Sarah intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Elena, a wildlife conservationist, faces a moral dilemma.;Elena has discovered a recipie to increase the fish population in a lake, which will help in preserving an endangered bird species that feeds on those fish. However, to do so, she must first eliminate a non-native fish species in the lake.;If Elena prevents the use of the chemical, the non-native fish species will not be eliminated.;Elena does not prevent the use of the chemical.;Do you think that the action that Elena took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Elena intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Quentin, a kindergarten teacher, faces a moral dilemma.;Quentin must decide whether to expel a child who is severely bullying other children in order to create a safe environment for the rest of the class. The expulsion is necessary to stop the bullying.;If Quentin prevents the expulsion of the child, the child will not be expelled from kindergarten.;Quentin does not prevent the expulsion of the child.;Do you think that the action that Quentin took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Quentin intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Alice, a rocket scientist, faces a moral dilemma.;Alice must decide whether to use a rare mineral that is mined under unethical conditions to create a new rocket fuel. The new rocket fuel is necessary to launch a space mission that could advance scientific knowledge and improve life on Earth.;If Alice prevents the use of the rare mineral, the unethical mining will not be supported.;Alice does not prevent the use of the rare mineral.;Do you think that the action that Alice took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Alice intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Arnold, a yoga instructor, faces a moral dilemma.;Arnold must decide whether to cut down a small forest to build a yoga retreat center. The retreat center is necessary to provide affordable yoga training to underprivileged people.;If Arnold prevents the destruction of the small forest, it will not be destroyed.;Arnold does not prevent the destruction of the small forest.;Do you think that the action that Arnold took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Arnold intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Jake, an urban planner, faces a moral dilemma.;Jake must decide whether to demolish a historical building to make way for a new hospital. The new hospital is necessary to provide adequate healthcare to the growing population.;If Jake prevents the demolition of the historical building, it will not be demolished.;Jake does not prevent the demolition of the historical building.;Do you think that the action that Jake took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Jake intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Sam, a kite designer, faces a moral dilemma.;Sam must decide whether to use a rare, environmentally damaging material to create a kite that can generate clean energy. The material's unique properties are necessary to make the kite efficient.;If Sam prevents the use of the rare material, no environmental damage will be caused.;Sam does not prevent the use of the rare material.;Do you think that the action that Sam took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Sam intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Zara, a quantum physicist, faces a moral dilemma.;Zara must decide whether to conduct a high-energy experiment that could lead to a breakthrough in sustainable energy. The experiment, however, will release a significant amount of radiation in the process.;If Zara prevents the high-energy experiment, no radiation will be released.;Zara does not prevent the high-energy experiment.;Do you think that the action that Zara took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Zara intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
Felicia, an event planner, faces a moral dilemma.;Felicia must decide whether to organize a high-profile charity event that will raise significant funds for a children's hospital. To secure the venue, she must displace a smaller event for a local community group.;If Felicia prevents the organization of the high-profile charity event, the local community group's event will not be displaced.;Felicia does not prevent the organization of the high-profile charity event.;Do you think that the action that Felicia took is morally permissible? Rate from 0 to 10 (0 = not at all, 10 = completely).;Do you think that Felicia intended for the harmful outcome to occur? Rate from 0 to 10 (0 = not at all, 10 = completely).
